director_name,imdb_score,movie_facebook_likes
Neal Brennan,5.8,0
Tommy O'Haver,5.8,0
Joseph Kahn,5.8,0
Louis Leterrier,5.8,15000
Oliver Parker,5.8,0
Vincenzo Natali,5.8,12000
Julie Anne Robinson,5.8,10000
James Wong,5.8,0
Richard Fleischer,5.8,2000
Mathieu Kassovitz,5.8,0
Paul Weiland,5.8,3000
Ronny Yu,5.8,3000
Sanaa Hamri,5.8,0
Robert Iscove,5.8,0
Gary Halvorson,5.8,339
Christopher Cain,5.8,411
David Atkins,5.8,289
Shawn Levy,5.8,0
Steven Soderbergh,5.8,0
Marcus Raboy,5.8,981
Gavin O'Connor,5.8,0
Frank Coraci,5.8,0
Irwin Winkler,5.8,0
Larry Charles,5.8,0
Andrew Traucki,5.8,0
Kate Barker-Froyland,5.8,0
David Hackl,5.8,0
Daniel Sackheim,5.8,804
Spike Lee,5.8,624
Keenen Ivory Wayans,5.8,368
Dave Green,5.8,0
Paul W.S. Anderson,5.8,0
,5.8,0.0
Eric Brevig,5.8,0
Malcolm D. Lee,5.8,0
Pierre Morel,5.8,0
Roger Donaldson,5.8,0
Andy Fickman,5.8,0
Dennie Gordon,5.8,0
Mark Christopher,5.8,0
Timothy Björklund,5.8,49
Thomas Bezucha,5.8,6000
Stephen Herek,5.8,835
Danny DeVito,5.8,0
Wayne Thornley,5.8,1000
Peter Hyams,5.8,0
Andrzej Bartkowiak,5.8,1000
Burr Steers,5.8,73000
John Stephenson,5.8,962
Robin Budd,5.8,302
Randall Wallace,5.8,23000
Stephen Frears,5.8,616
Paul Abascal,5.8,269
Jean-Marie Poiré,5.8,565
Stewart Raffill,5.7,0
Rowan Joffe,5.7,0
Mora Stephens,5.7,987
Akiva Schaffer,5.7,15000
Clare Kilner,5.7,371
Kat Coiro,5.7,995
Joel Paul Reisig,5.7,0
Tod Williams,5.7,14000
Bobby Farrelly,5.7,55000
Yimou Zhang,5.7,784
Taylor Hackford,5.7,636
Tim Story,5.7,3000
Griffin Dunne,5.7,25
James Cox,5.7,0
Ekachai Uekrongtham,5.7,0
Paul Bunnell,5.7,655
Adam Green,5.7,0
David Ayer,5.7,10000
Bart Freundlich,5.7,215
Akiva Schaffer,5.7,15000
John Milius,5.7,452
Garry Marshall,5.7,9000
Brandon Cronenberg,5.7,0
George A. Romero,5.7,0
Daniele Luchetti,5.7,18
Simon West,5.7,0
Joe Dante,5.7,0
Jeff Nathanson,5.7,89
Chris Kentis,5.7,0
Jonathan Lynn,5.7,478
Stefan C. Schaefer,5.7,370
Peter Hyams,5.7,2000
Gregory Jacobs,5.7,41000
Andy Fickman,5.7,0
David Gordon Green,5.7,0
Christian Duguay,5.7,470
Joel Gallen,5.7,0
Roger Spottiswoode,5.7,135
Steven Brill,5.7,702
Scott Stewart,5.7,20000
Walter Hill,5.7,10000
Mike Nawrocki,5.7,175
Vidhu Vinod Chopra,5.7,0
JK Youn,5.7,558
Thorbjørn Christoffersen,5.7,77
Martyn Pick,5.7,0
Gabriele Muccino,5.7,0
Tim Burton,5.7,0
Salim Akil,5.7,0
Peter Hyams,5.7,956
Paul Verhoeven,5.7,0
Stephen Hopkins,5.7,0
C. Jay Cox,5.7,60
Scott Alexander,5.7,262
Yimou Zhang,5.7,784
James DeMonaco,5.7,31000
Tom Reeve,5.7,290
Kevin Rodney Sullivan,5.7,265
Todd Graff,5.7,0
Garry Marshall,5.7,20000
Ryan Murphy,5.7,26000
Danny Pang,5.7,124
Levan Gabriadze,5.7,13000
Michael Lehmann,5.7,0
Renny Harlin,5.7,0
Emile Ardolino,5.7,238
Jeannot Szwarc,5.7,0
Barry Levinson,5.7,845
John Carpenter,5.7,0
F. Gary Gray,5.7,0
Paul Weitz,5.7,5000
Joe Dante,5.7,665
Joshua Seftel,5.7,883
John Lafia,5.7,0
John Frankenheimer,5.7,852
John Schultz,5.7,0
Randal Kleiser,5.7,0
Charles Stone III,5.7,2000
Steve Miner,5.7,0
Antony Hoffman,5.7,995
Nathan Smith Jones,5.7,0
Jake Kasdan,5.7,16000
Alejandro Amenábar,5.7,0
Nicolas Winding Refn,5.7,30000
Jared Hess,5.7,0
Kevin Tenney,5.7,0
Camille Delamarre,5.7,0
Mike Mitchell,5.7,0
James Ivory,5.7,127
Corbin Bernsen,5.7,141
Tim Burton,5.7,0
Conor McMahon,5.7,0
Michael D. Sellers,5.7,140
Kevin Bray,5.7,530
Joe Roth,5.7,881
Tom Holland,5.7,0
Youssef Delara,5.7,0
Nimród Antal,5.7,0
Rick Bieber,5.7,0
Whit Stillman,5.7,0
Seth Gordon,5.7,17000
Peter MacDonald,5.7,2000
Michael Bay,5.7,56000
Boris Rodriguez,5.7,932
Patrick Lussier,5.7,509
David Ayer,5.7,10000
Uli Edel,5.7,0
Salim Akil,5.7,0
Olivier Dahan,5.7,6000
Jessie Nelson,5.7,0
Ivan Reitman,5.7,0
Ang Lee,5.7,0
Rob Reiner,5.7,3000
Garry Marshall,5.7,1000
Eric Blakeney,5.7,242
Kirk Jones,5.7,14000
Joachim Rønning,5.7,0
Laurent Bouhnik,5.6,754
Blair Hayes,5.6,0
Paul W.S. Anderson,5.6,20000
Brian De Palma,5.6,0
Jay Chandrasekhar,5.6,713
Billy Kent,5.6,255
Robert Heath,5.6,968
Khalil Sullins,5.6,708
Walter Salles,5.6,0
Rob Reiner,5.6,625
Russell Mulcahy,5.6,154
Dennis Dugan,5.6,0
Kaige Chen,5.6,445
Wil Shriner,5.6,647
Seth Gordon,5.6,0
Keith Gordon,5.6,494
Sean Anders,5.6,12000
Simon West,5.6,0
Johnny Remo,5.6,706
Tom Shadyac,5.6,960
James Toback,5.6,387
Kevin Smith,5.6,0
Shawn Levy,5.6,0
Ron Underwood,5.6,0
Steve Miner,5.6,2000
Luis Mandoki,5.6,689
Michael Apted,5.6,0
Tarsem Singh,5.6,18000
Brad Furman,5.6,0
Richard Donner,5.6,0
Darren Stein,5.6,17
Andy Tennant,5.6,0
Jeta Amata,5.6,389
Sam Miller,5.6,0
Jonas Elmer,5.6,0
Michael Lehmann,5.6,0
Kunihiko Yuyama,5.6,38
John Eng,5.6,329
Renny Harlin,5.6,0
Henry Hobson,5.6,22000
William Malone,5.6,0
Mathieu Kassovitz,5.6,0
Liv Ullmann,5.6,0
Brandon Camp,5.6,0
Brian Gibson,5.6,353
Darren Grant,5.6,0
Bob Dolman,5.6,744
Christopher Spencer,5.6,15000
Jim Gillespie,5.6,0
Phil Morrison,5.6,825
Robert Schwentke,5.6,20000
Michael Dinner,5.6,153
Victor Salva,5.6,0
Michael Lehmann,5.6,2000
Daniel Barnz,5.6,16000
Sam Weisman,5.6,320
Niall Johnson,5.6,29
Tim Story,5.6,0
Wolfgang Petersen,5.6,0
Ice Cube,5.6,575
Justin Zackham,5.6,0
Jesse Dylan,5.6,743
Chris Koch,5.6,401
Hugh Hudson,5.6,314
Renny Harlin,5.6,0
Nelson McCormick,5.6,0
Robert Rodriguez,5.6,48000
Harley Cokeliss,5.6,208
Martin Campbell,5.6,24000
David R. Ellis,5.6,4000
Scott Kalvert,5.6,398
Mike Nichols,5.6,255
Joe Swanberg,5.6,812
Brandon Trost,5.6,0
David Wain,5.6,0
Dan Reed,5.6,246
James McTeigue,5.6,0
David McNally,5.6,0
David Gordon Green,5.6,18000
Robert Luketic,5.6,876
Kevin Greutert,5.6,12000
Jonathan Levine,5.6,2000
James Bridges,5.6,377
Joel Schumacher,5.6,792
Albert Brooks,5.6,251
Richard Kelly,5.6,0
Paul W.S. Anderson,5.6,0
Gene Teigland,5.6,11
Steve Oedekerk,5.6,605
M. Night Shyamalan,5.6,0
John Stockwell,5.6,0
Rob Cohen,5.6,0
Jon Gunn,5.6,12
Troy Nixey,5.6,10000
Karey Kirkpatrick,5.6,610
Gary Chapman,5.6,538
Chris Columbus,5.6,39000
Renny Harlin,5.6,1000
Mark Tonderai,5.6,10000
Martin Lawrence,5.6,559
Will Finn,5.6,5000
Tyler Perry,5.6,1000
Anthony Russo,5.6,0
Andrew Davis,5.6,1000
Daniel Stamm,5.6,0
David R. Ellis,5.6,4000
Nick Gomez,5.6,492
Joseph Ruben,5.6,617
Brian De Palma,5.6,0
Rich Christiano,5.6,409
Tom Dey,5.6,2000
Mark Helfrich,5.6,0
Daniel Taplitz,5.5,266
Neil Jordan,5.5,654
John Putch,5.5,0
Steve Carr,5.5,886
Charles Stone III,5.5,491
Simon West,5.5,0
Andrzej Bartkowiak,5.5,742
Anthony O'Brien,5.5,380
Garry Marshall,5.5,0
Mark Rosman,5.5,767
Brett Leonard,5.5,0
Tobe Hooper,5.5,902
Geoffrey Sax,5.5,0
Ruairi Robinson,5.5,0
Chris Shadley,5.5,0
Edward Dmytryk,5.5,209
Jon Knautz,5.5,969
David Wain,5.5,0
Paul Feig,5.5,62000
Marcio Garcia,5.5,433
Simeon Rice,5.5,307
Jorma Taccone,5.5,0
Chuck Russell,5.5,0
Greg Coolidge,5.5,0
Lawrence Kasdan,5.5,4000
Michael Lembeck,5.5,1000
Michael Meredith,5.5,370
Dominic Sena,5.5,0
Sam Weisman,5.5,304
Peter Billingsley,5.5,0
J. Lee Thompson,5.5,511
Howard Deutch,5.5,462
Tim Hill,5.5,0
Douglas Cheek,5.5,0
Melvin Van Peebles,5.5,566
Adam Shankman,5.5,800
Oliver Stone,5.5,0
Paul Hunter,5.5,846
Robert Harmon,5.5,466
Sergey Bodrov,5.5,16000
Harold Becker,5.5,361
David Nutter,5.5,673
Ti West,5.5,0
McG,5.5,0
Steve Beck,5.5,0
Roland Emmerich,5.5,67000
Greg Harrison,5.5,98
Karyn Kusama,5.5,0
Jan de Bont,5.5,0
Paul Weitz,5.5,0
Joan Chen,5.5,0
Bille Woodruff,5.5,671
Andy Tennant,5.5,0
Jesse Peretz,5.5,26
Paul Weitz,5.5,300
Richard Kelly,5.5,0
Alexandre Aja,5.5,13000
Tran Anh Hung,5.5,342
John Landis,5.5,669
Bill Condon,5.5,65000
Bill Condon,5.5,65000
Sheldon Lettich,5.5,0
Jeff Kanew,5.5,0
Matt Piedmont,5.5,9000
Wes Craven,5.5,0
Raja Gosnell,5.5,31000
Alex Proyas,5.5,24000
Paul Feig,5.5,62000
David Raynr,5.5,816
Dennis Dugan,5.5,0
Fred Wolf,5.5,0
Adam Shankman,5.5,0
Chris Rock,5.5,488
Andrew Wilson,5.5,143
Kevin Rodney Sullivan,5.5,0
Malcolm Goodwin,5.5,72
Jamie Blanks,5.5,0
Scott Derrickson,5.5,0
Avi Nesher,5.5,18
Eric Bross,5.5,58
Danny Leiner,5.5,0
Steve Beck,5.5,0
Patrick Lussier,5.5,0
Robert Luketic,5.5,0
Daniel Algrant,5.5,217
David Koepp,5.5,12000
David Zucker,5.5,0
John Pasquin,5.5,168
John Cornell,5.5,489
Les Mayfield,5.5,676
Benjamin Dickinson,5.5,793
Larry Charles,5.5,655
Andrew Davis,5.5,941
Blair Erickson,5.5,2000
Tobe Hooper,5.5,0
Katja von Garnier,5.5,0
Scott Derrickson,5.5,0
Patrick Lussier,5.5,15000
Catherine Hardwicke,5.4,604
Damir Catic,5.4,48
Doug Lefler,5.4,0
Thomas L. Phillips,5.4,424
John Curran,5.4,0
Julie Taymor,5.4,0
Paul W.S. Anderson,5.4,32000
Danny Provenzano,5.4,61
Simon Wells,5.4,0
James Kerwin,5.4,83
Mitchell Lichtenstein,5.4,17000
Lana Wachowski,5.4,44000
Pat Holden,5.4,0
Shawn Levy,5.4,0
Keenen Ivory Wayans,5.4,0
Julie Davis,5.4,97
Tom Shadyac,5.4,2000
Steve Trenbirth,5.4,227
Nate Parker,5.4,0
Brett Leonard,5.4,0
Thor Freudenthal,5.4,1000
Jonathan Newman,5.4,0
Rob Minkoff,5.4,459
Mick Jackson,5.4,2000
Ellory Elkayem,5.4,0
Jeffrey St. Jules,5.4,48
Frank Whaley,5.4,47
Jon Amiel,5.4,0
Oleg Stepchenko,5.4,0
Wallace Wolodarsky,5.4,507
Tyler Perry,5.4,0
Dennis Dugan,5.4,14000
Shawn Levy,5.4,896
Mark Waters,5.4,613
Josh Schwartz,5.4,0
John Frankenheimer,5.4,902
Eli Roth,5.4,12000
Robert Luketic,5.4,0
David Moreau,5.4,0
John Stainton,5.4,332
Michael Ritchie,5.4,517
Brian Levant,5.4,0
RZA,5.4,29000
Adam Goldberg,5.4,63
Ryan Smith,5.4,1000
Gary Winick,5.4,0
Ron Shelton,5.4,153
Cyrus Nowrasteh,5.4,0
John Whitesell,5.4,393
Chris Weitz,5.4,602
Matt Jackson,5.4,194
Jaume Balagueró,5.4,1000
Will Finn,5.4,304
Raja Gosnell,5.4,0
William Shatner,5.4,0
Brad Silberling,5.4,0
Michael Mann,5.4,11000
Shawn Levy,5.4,896
Ringo Lam,5.4,503
Cameron Crowe,5.4,11000
Corey Grant,5.4,569
Joel Schumacher,5.4,0
Matt Walsh,5.4,244
Betty Thomas,5.4,531
Daisy von Scherler Mayer,5.4,550
Steve Rash,5.4,501
Mike Figgis,5.4,111
William Kaufman,5.4,0
Stephen Herek,5.4,779
Brian Levant,5.4,0
Danny Pang,5.4,0
Siddharth Anand,5.4,108
Eli Roth,5.4,0
Sam Weisman,5.4,5000
Adam Shankman,5.4,781
James Nunn,5.4,0
Jack Sholder,5.4,0
David Raynr,5.4,63
Catherine Hardwicke,5.4,20000
Christopher M. Bessette,5.4,543
Jon Knautz,5.4,84
Reginald Hudlin,5.4,0
Walt Becker,5.4,0
Andrew Erwin,5.4,0
Scott Marshall,5.4,249
Joe Nussbaum,5.4,0
Cameron Crowe,5.4,11000
Gurinder Chadha,5.4,695
John Schultz,5.4,916
Darren Stein,5.4,0
Chris Rock,5.4,638
Kevin Smith,5.4,20000
Mark Young,5.4,482
John Moore,5.4,0
Geoff Murphy,5.4,1000
Luis Llosa,5.4,0
John R. Leonetti,5.4,45000
Hideo Nakata,5.4,0
Scott Foley,5.4,0
Kevin Tancharoen,5.4,0
Christophe Ali,5.4,11
Robert Rodriguez,5.4,0
William Arntz,5.4,2000
Ken Scott,5.4,0
Lionel C. Martin,5.3,439
Reginald Hudlin,5.3,201
Gregory Poirier,5.3,449
Tony Giglio,5.3,254
Tony Krantz,5.3,368
Donald Petrie,5.3,0
Leslye Headland,5.3,0
Rand Ravich,5.3,1000
Myles Berkowitz,5.3,30
Tim Heidecker,5.3,0
Ron Shelton,5.3,648
John Gray,5.3,451
Ben Falcone,5.3,0
Ron Howard,5.3,0
Ken Kwapis,5.3,913
John Carl Buechler,5.3,0
Tim Hill,5.3,371
Harmony Korine,5.3,25000
Will Canon,5.3,0
Deborah Anderson,5.3,207
Kevin Hooks,5.3,204
Betty Thomas,5.3,694
Jaume Collet-Serra,5.3,0
Tom Elkins,5.3,0
Alan Poul,5.3,0
Jane Campion,5.3,656
Leonard Farlinger,5.3,31
Elizabeth Allen Rosenbaum,5.3,0
Fina Torres,5.3,859
Malcolm D. Lee,5.3,464
David Lam,5.3,55
Jim Gillespie,5.3,448
James L. Brooks,5.3,0
John Moore,5.3,66000
Brian Robbins,5.3,650
Bob Gosse,5.3,0
Jaume Collet-Serra,5.3,0
George Gallo,5.3,204
Anna Mastro,5.3,0
Vladlen Barbe,5.3,453
Bille Woodruff,5.3,0
Ericson Core,5.3,37000
Sam Weisman,5.3,279
Steve Barron,5.3,246
Jim Fall,5.3,0
Neema Barnette,5.3,86
Robert Iscove,5.3,487
Ericson Core,5.3,37000
Ridley Scott,5.3,24000
Ronny Yu,5.3,0
Mark Tarlov,5.3,901
Angela Robinson,5.3,1000
Tina Gordon Chism,5.3,0
Rick Friedberg,5.3,588
Tom Schulman,5.3,417
George Ratliff,5.3,1000
Anthony Hickox,5.3,217
Angelina Jolie Pitt,5.3,0
Fedor Bondarchuk,5.3,240
Chris Columbus,5.3,0
Steven Brill,5.3,0
Harry Elfont,5.3,0
Patrick Read Johnson,5.3,710
Claudia Llosa,5.3,675
David Hayter,5.3,0
Charles S. Dutton,5.3,177
Julie Anne Robinson,5.3,19000
Jonathan Meyers,5.3,212
Michael Chapman,5.3,843
Vicky Jenson,5.3,0
Dewey Nicks,5.3,405
Andrew Bergman,5.3,133
Jerry Jameson,5.3,0
J.S. Cardone,5.3,327
Renny Harlin,5.3,3000
Bob Odenkirk,5.3,319
Joe Charbanic,5.3,463
Kevin Donovan,5.3,797
Rita Merson,5.3,107
Amy Heckerling,5.3,1000
Joseph Zito,5.3,0
Jugal Hansraj,5.3,39
Anthony Bell,5.3,0
Fred Wolf,5.3,847
Michael Moore,5.3,69
Joe Nussbaum,5.3,0
Sajid Khan,5.3,250
Shintaro Shimosawa,5.3,0
Chris Kentis,5.3,0
Norman Jewison,5.3,350
David Hackl,5.3,0
Rand Ravich,5.3,1000
Ciarán Foy,5.2,13000
Phil Claydon,5.2,0
Masayuki Ochiai,5.2,0
Gordon Chan,5.2,505
Robert Hall,5.2,936
Jeff Lowell,5.2,518
Will Gluck,5.2,16000
Cathy Malkasian,5.2,187
Dominique Othenin-Girard,5.2,926
Catherine Hardwicke,5.2,19000
Frank Coraci,5.2,0
Craig R. Baxley,5.2,978
Louis C.K.,5.2,0
Eric Mendelsohn,5.2,92
Donald Petrie,5.2,260
Kenny Ortega,5.2,0
Tyler Oliver,5.2,969
Richard Benjamin,5.2,818
David Raynr,5.2,143
Andrzej Bartkowiak,5.2,0
Bille Woodruff,5.2,0
Luke Dye,5.2,9
Sylvain White,5.2,0
Steve Miner,5.2,474
David Gelb,5.2,0
Tim Hill,5.2,0
Jim Issa,5.2,119
Chuck Russell,5.2,0
Youssef Delara,5.2,406
Nickolas Perry,5.2,27
Frederik Du Chau,5.2,771
J Blakeson,5.2,14000
Sarik Andreasyan,5.2,0
Inna Evlannikova,5.2,200
Les Mayfield,5.2,0
Mark Steven Johnson,5.2,0
William Kaufman,5.2,620
Steve Carr,5.2,0
Adam Shankman,5.2,0
Franklin J. Schaffner,5.2,106
Kim Farrant,5.2,0
Donald Petrie,5.2,0
Ruba Nadda,5.2,657
Keenen Ivory Wayans,5.2,0
Bart Freundlich,5.2,591
Marcus Raboy,5.2,402
Jane Clark,5.2,30
Barry Cook,5.2,0
Rob Cohen,5.2,0
Nick Hurran,5.2,484
Mark A.Z. Dippé,5.2,0
Frank Oz,5.2,0
Joe Roth,5.2,0
Michael Rymer,5.2,0
Sidney Lumet,5.2,0
Gonzalo López-Gallego,5.2,0
Randy Moore,5.2,0
Scott Stewart,5.2,0
Jonathan Frakes,5.2,874
Jack Smight,5.2,903
Hugh Johnson,5.2,120
Kimble Rendall,5.2,0
Rachel Talalay,5.2,0
Catherine Hardwicke,5.2,19000
Lawrence Guterman,5.2,0
Alan Shapiro,5.2,504
David R. Ellis,5.2,0
Oliver Blackburn,5.2,0
Stevan Mena,5.1,198
Robby Henson,5.1,250
Bruce McCulloch,5.1,215
Camille Delamarre,5.1,0
Steve Pink,5.1,0
Michael Tiddes,5.1,0
Steve Rash,5.1,77
Stephen Hopkins,5.1,0
Roger Kumble,5.1,0
John Schultz,5.1,1000
Charles Martin Smith,5.1,902
Gregor Jordan,5.1,1000
Jay Chandrasekhar,5.1,0
Stuart Beattie,5.1,15000
Paul Feig,5.1,498
Sydney Pollack,5.1,295
Chuck Russell,5.1,394
Ray Griggs,5.1,638
John Whitesell,5.1,0
Stefen Fangmeier,5.1,0
Bruce McCulloch,5.1,215
Jake Kasdan,5.1,0
Raja Gosnell,5.1,1000
David Zucker,5.1,1000
Karyn Kusama,5.1,6000
Amy Heckerling,5.1,0
Stephen Hopkins,5.1,1000
Martin Weisz,5.1,0
Frédéric Forestier,5.1,291
Stephen Kay,5.1,604
Dito Montiel,5.1,0
Dennie Gordon,5.1,81
William Brent Bell,5.1,0
Wayne Wang,5.1,0
Robert Rodriguez,5.1,478
Fred Durst,5.1,376
John Hoffman,5.1,309
Ernie Barbarash,5.1,0
Shane Dawson,5.1,0
Kevin Hamedani,5.1,0
Geoffrey Sax,5.1,823
Brian Levant,5.1,0
Mark Piznarski,5.1,648
Mary McGuckian,5.1,181
Zach Cregger,5.1,985
Jon Hess,5.1,107
Michael Herz,5.1,321
William Friedkin,5.1,422
Brian Helgeland,5.1,704
Renny Harlin,5.1,893
Bruce Hunt,5.1,0
Lawrence Kasdan,5.1,0
Valeri Milev,5.1,898
Rob Zombie,5.1,15000
William A. Graham,5.1,967
Rob Cohen,5.1,11000
Valentine,5.1,0
Romesh Sharma,5.1,9
Stewart Hendler,5.1,0
Ivan Reitman,5.1,1000
Paolo Monico,5.1,32
Hoyt Yeatman,5.1,0
Bobby Farrelly,5.1,13000
Anne Fletcher,5.1,0
Kevin Munroe,5.1,0
Vijay Chandar,5.1,82
Dinesh D'Souza,5.1,0
Reginald Hudlin,5.1,671
Roland Joffé,5.1,943
George Jackson,5.1,232
Mitch Davis,5.1,0
Richard Fleischer,5.0,0
Bruce McCulloch,5.0,2000
Kirk Loudon,5.0,87
M. Night Shyamalan,5.0,6000
Courtney Solomon,5.0,0
Harald Zwart,5.0,542
David E. Talbert,5.0,0
Vincent Gallo,5.0,952
Spike Lee,5.0,251
Rob Hawk,5.0,1000
Maurice Joyce,5.0,122
Enrique Begne,5.0,174
Dean Parisot,5.0,247
Simon West,5.0,0
Frank Marshall,5.0,0
Michael J. Bassett,5.0,25000
Jonathan Parker,5.0,29
John Pasquin,5.0,621
Wes Craven,5.0,0
Dan Ireland,5.0,98
Jim Sheridan,5.0,0
Walt Becker,5.0,0
Takashi Shimizu,5.0,930
John Singleton,5.0,13000
Peter Hewitt,5.0,795
Nora Ephron,5.0,177
Tyler Perry,5.0,676
Tim Hill,5.0,470
Christopher Landon,5.0,10000
George A. Romero,5.0,0
John Polson,5.0,720
,5.0,518.0
Benni Diez,5.0,0
Zackary Adler,5.0,0
Rob Cohen,5.0,0
Ken Shapiro,5.0,495
Benson Lee,5.0,0
Bobby Roth,5.0,47
David Wain,5.0,915
William A. Fraker,5.0,346
Kevin Tancharoen,5.0,0
Bradley Parker,5.0,24000
Michael Tollin,4.9,476
Chris Gorak,4.9,0
Mona Fastvold,4.9,234
Mabrouk El Mechri,4.9,0
Rob Letterman,4.9,0
George Armitage,4.9,288
Isaac Florentine,4.9,968
Brian Robbins,4.9,791
George P. Cosmatos,4.9,68
Nick Love,4.9,549
Jonathan Liebesman,4.9,2000
H.M. Coakley,4.9,158
Joe Chappelle,4.9,0
James Toback,4.9,113
David Slade,4.9,29000
Robert Rodriguez,4.9,431
Jamel Debbouze,4.9,161
M. Night Shyamalan,4.9,37000
Stephan Elliott,4.9,327
Erik White,4.9,0
Matt Reeves,4.9,125
Richard Lester,4.9,0
Mort Nathan,4.9,1000
Gerry Lively,4.9,473
Rob Zombie,4.9,3000
Kris Isacsson,4.9,580
Raja Gosnell,4.9,0
Patrick Lussier,4.9,0
Reinhard Klooss,4.9,885
Simon Wincer,4.9,0
Rachel Talalay,4.9,963
Harold Ramis,4.9,0
John Carpenter,4.9,0
Chris Koch,4.9,0
John Whitesell,4.9,1000
Frank Coraci,4.9,0
Jan de Bont,4.9,0
Ronald Neame,4.9,392
Don Mancini,4.9,0
Stephen Gaghan,4.9,261
Diane English,4.9,0
Ben Falcone,4.9,11000
Dave Payne,4.9,153
J.B. Rogers,4.9,295
Donald Petrie,4.9,448
Raja Gosnell,4.9,567
Rob Zombie,4.9,3000
Rob Minkoff,4.9,988
Douglas McGrath,4.9,0
Stephen Herek,4.9,296
Rick Famuyiwa,4.9,1000
Curtis Hanson,4.8,168
Kevin Lima,4.8,372
Daniel Petrie Jr.,4.8,570
Richard Schenkman,4.8,42
Dennie Gordon,4.8,849
David S. Goyer,4.8,0
John Guillermin,4.8,739
Shyam Madiraju,4.8,452
Simon Wincer,4.8,387
Tom Walsh,4.8,70
Charles Adelman,4.8,211
Stuart Gillard,4.8,1000
Janusz Kaminski,4.8,209
McG,4.8,0
Gil Junger,4.8,0
Neil Mcenery-West,4.8,275
Robert Harmon,4.8,814
Gideon Raff,4.8,804
Wes Craven,4.8,0
Tyler Perry,4.8,0
Harry F. Millarde,4.8,0
Jason Zada,4.8,10000
Bruce Dellis,4.8,261
Kevin Smith,4.8,0
Hark Tsui,4.8,471
Christian E. Christiansen,4.8,0
Barry Levinson,4.8,713
Vivek Agnihotri,4.8,31
Corey Yuen,4.8,0
Alex Ranarivelo,4.8,724
Brian Levant,4.8,0
Luke Greenfield,4.8,1000
Walter Hill,4.8,589
John Luessenhop,4.8,16000
Joseph Mazzella,4.8,33
Ruggero Deodato,4.8,550
David Leland,4.8,366
Kenny Ortega,4.8,586
Wes Craven,4.8,0
Taedong Park,4.8,186
Barry Sonnenfeld,4.8,0
Francis Ford Coppola,4.8,0
David S. Goyer,4.8,0
Frank Miller,4.8,2000
Nick Hamm,4.8,387
Mike Disa,4.8,0
Ben Stiller,4.8,28000
Linda Mendoza,4.8,419
Darin Scott,4.8,395
Bill Muir,4.8,715
Phil Traill,4.8,0
Sacha Bennett,4.8,223
Rob Bowman,4.8,0
Bruce Macdonald,4.7,365
Richard Boddington,4.7,326
Lluís Quílez,4.7,844
Michael Tiddes,4.7,0
John Bonito,4.7,0
Peter Hyams,4.7,299
Diane Keaton,4.7,390
Phil Joanou,4.7,0
Harry Gantz,4.7,51
Sam Firstenberg,4.7,583
John Schlesinger,4.7,378
Sue Corcoran,4.7,39
Warren P. Sonoda,4.7,0
Steven Soderbergh,4.7,134
Danny Steinmann,4.7,1000
Jamie Blanks,4.7,0
Tyler Perry,4.7,0
Katherine Dieckmann,4.7,546
Colin Strause,4.7,0
Daniel Mellitz,4.7,2
Jerry Jameson,4.7,328
Henry Selick,4.7,683
Jim Sonzero,4.7,0
Angela Robinson,4.7,1000
Marc Lawrence,4.7,0
Robert Butler,4.7,316
S.R. Bindler,4.7,850
Kabir Sadanand,4.7,62
Jimmy Hayward,4.7,0
Michael Winterbottom,4.7,488
Katie Aselton,4.7,0
Huck Botko,4.6,974
Ronny Yu,4.6,0
Keith Parmer,4.6,438
Deb Hagan,4.6,422
Paul Verhoeven,4.6,0
David Zucker,4.6,411
Marcus Nispel,4.6,0
Charles Herman-Wurmfeld,4.6,660
Mike Bigelow,4.6,887
Jay Alaimo,4.6,479
John Whitesell,4.6,663
Katt Shea,4.6,897
Brian Levant,4.6,773
Tommy Lee Wallace,4.6,0
Chris Weitz,4.6,13000
Eric Brevig,4.6,0
Jeff Crook,4.6,44
Danny Cannon,4.6,891
Brian A Miller,4.6,0
Don Michael Paul,4.6,564
Mary Lambert,4.6,157
Douglas Aarniokoski,4.6,356
James Melkonian,4.6,138
Dwight H. Little,4.6,686
Steve Carr,4.6,266
Willard Huyck,4.6,0
DJ Pooh,4.6,842
Chuck Bowman,4.6,352
Alan Rudolph,4.6,458
Sara Sugarman,4.6,810
Henry Joost,4.6,26000
Rob Pritts,4.6,365
Luis Llosa,4.6,0
Rob Cohen,4.6,8000
Alex Craig Mann,4.6,898
Matthew Hastings,4.6,174
Michael Polish,4.6,0
Douglas Aarniokoski,4.6,0
Justin Thomas Ostensen,4.5,161
Kirk De Micco,4.5,279
Jesse Vaughan,4.5,939
Mark Neveldine,4.5,0
Brett Piper,4.5,34
Roland Joffé,4.5,677
Craig Mazin,4.5,0
Derick Martini,4.5,0
Kevin Allen,4.5,167
Matt Cimber,4.5,76
Wes Craven,4.5,1000
Les Mayfield,4.5,233
Rob Hedden,4.5,1000
Jim Amatulli,4.5,38
Cheryl Dunye,4.5,151
Jennifer Finnigan,4.5,0
Stefan Ruzowitzky,4.5,193
Roland Emmerich,4.5,0
Kenny Ortega,4.5,0
Pece Dingo,4.5,4
Herb Freed,4.5,249
Christian Duguay,4.5,158
Michael Walker,4.5,128
Nancy Walker,4.5,1000
Gary Sherman,4.5,616
Bille Woodruff,4.5,740
